layer,projection,gradient,curvature,optimal_scale,gain_nll,step
11,mlp.up_proj,4.1248673745e-2,0.0000000000e0,0.88000000,-4.9498408494e-3,0.04
11,mlp.down_proj,4.1257618810e-2,0.0000000000e0,0.88000000,-4.9509142571e-3,0.04
12,self_attn.v_proj,1.8844269052e-2,0.0000000000e0,0.88000000,-2.2613122863e-3,0.04
12,self_attn.o_proj,1.8844269052e-2,0.0000000000e0,0.88000000,-2.2613122863e-3,0.04
12,mlp.gate_proj,-2.0761494527e-2,0.0000000000e0,1.12000000,-2.4913793432e-3,0.04
12,mlp.up_proj,-9.4519514075e-3,0.0000000000e0,1.12000000,-1.1342341689e-3,0.04
12,mlp.down_proj,-9.4579147838e-3,0.0000000000e0,1.12000000,-1.1349497741e-3,0.04
13,self_attn.v_proj,1.0024435531e-2,0.0000000000e0,0.88000000,-1.2029322637e-3,0.04
13,self_attn.o_proj,1.0003563714e-2,0.0000000000e0,0.88000000,-1.2004276456e-3,0.04
13,mlp.gate_proj,2.4160619008e-2,0.0000000000e0,0.88000000,-2.8992742810e-3,0.04
13,mlp.up_proj,7.9193637030e-3,0.0000000000e0,0.88000000,-9.5032364436e-4,0.04
13,mlp.down_proj,7.9193637030e-3,0.0000000000e0,0.88000000,-9.5032364436e-4,0.04
14,self_attn.v_proj,1.3948337124e-2,0.0000000000e0,0.88000000,-1.6738004549e-3,0.04
14,self_attn.o_proj,1.3951318813e-2,0.0000000000e0,0.88000000,-1.6741582575e-3,0.04
14,mlp.gate_proj,-1.7678428989e-2,0.0000000000e0,1.12000000,-2.1214114787e-3,0.04
14,mlp.up_proj,-3.5496997321e-2,0.0000000000e0,1.12000000,-4.2596396785e-3,0.04
14,mlp.down_proj,-3.5505942385e-2,0.0000000000e0,1.12000000,-4.2607130862e-3,0.04
15,self_attn.v_proj,3.5374748107e-2,0.0000000000e0,0.88000000,-4.2449697728e-3,0.04
15,self_attn.o_proj,3.5374748107e-2,0.0000000000e0,0.88000000,-4.2449697728e-3,0.04
15,mlp.gate_proj,-4.2381715239e-2,0.0000000000e0,1.12000000,-5.0858058287e-3,0.04
15,mlp.up_proj,-3.7372479162e-2,0.0000000000e0,1.12000000,-4.4846974994e-3,0.04
15,mlp.down_proj,-3.7375460850e-2,0.0000000000e0,1.12000000,-4.4850553020e-3,0.04
16,self_attn.v_proj,-4.1803267739e-3,0.0000000000e0,1.12000000,-5.0163921287e-4,0.04
16,self_attn.o_proj,-4.1773450858e-3,0.0000000000e0,1.12000000,-5.0128141030e-4,0.04
16,mlp.gate_proj,-2.5523250489e-3,0.0000000000e0,1.12000000,-3.0627900586e-4,0.04
16,mlp.up_proj,6.1124606894e-4,0.0000000000e0,0.88000000,-7.3349528273e-5,0.04
16,mlp.down_proj,6.1422775708e-4,0.0000000000e0,0.88000000,-7.3707330849e-5,0.04
17,self_attn.v_proj,6.8981355146e-2,0.0000000000e0,0.88000000,-8.2777626175e-3,0.04
17,self_attn.o_proj,6.8984336834e-2,0.0000000000e0,0.88000000,-8.2781204201e-3,0.04
17,mlp.gate_proj,-5.5340131900e-2,0.0000000000e0,1.12000000,-6.6408158280e-3,0.04
17,mlp.up_proj,-6.6145769724e-2,0.0000000000e0,1.12000000,-7.9374923669e-3,0.04
17,mlp.down_proj,-6.6148751412e-2,0.0000000000e0,1.12000000,-7.9378501695e-3,0.04
18,self_attn.v_proj,3.5902506908e-2,0.0000000000e0,0.88000000,-4.3083008290e-3,0.04
18,self_attn.o_proj,3.5902506908e-2,0.0000000000e0,0.88000000,-4.3083008290e-3,0.04
18,mlp.gate_proj,-9.7945473750e-2,0.0000000000e0,1.12000000,-1.1753456850e-2,0.04
18,mlp.up_proj,-9.2843805340e-2,0.0000000000e0,1.12000000,-1.1141256641e-2,0.04
18,mlp.down_proj,-9.2846787028e-2,0.0000000000e0,1.12000000,-1.1141614443e-2,0.04
19,self_attn.v_proj,6.1294563118e-2,0.0000000000e0,0.88000000,-7.3553475742e-3,0.04
19,self_attn.o_proj,6.1297544806e-2,0.0000000000e0,0.88000000,-7.3557053768e-3,0.04
19,mlp.gate_proj,1.8587843872e-2,0.0000000000e0,0.88000000,-2.2305412647e-3,0.04
19,mlp.up_proj,-6.9383883045e-3,0.0000000000e0,1.12000000,-8.3260659654e-4,0.04
19,mlp.down_proj,-6.9413699927e-3,0.0000000000e0,1.12000000,-8.3296439912e-4,0.04
20,self_attn.v_proj,2.5374166081e-3,0.0000000000e0,0.88000000,-3.0448999298e-4,0.04
20,self_attn.o_proj,2.5344349200e-3,0.0000000000e0,0.88000000,-3.0413219040e-4,0.04
20,mlp.gate_proj,3.5347912914e-2,0.0000000000e0,0.88000000,-4.2417495496e-3,0.04
20,mlp.up_proj,4.1892718384e-2,0.0000000000e0,0.88000000,-5.0271262060e-3,0.04
20,mlp.down_proj,4.1898681760e-2,0.0000000000e0,0.88000000,-5.0278418112e-3,0.04
21,self_attn.v_proj,7.3647697087e-2,0.0000000000e0,0.88000000,-8.8377236505e-3,0.04
21,self_attn.o_proj,7.3647697087e-2,0.0000000000e0,0.88000000,-8.8377236505e-3,0.04
21,mlp.gate_proj,-5.8530538211e-3,0.0000000000e0,1.12000000,-7.0236645854e-4,0.04
21,mlp.up_proj,-1.9231888511e-3,0.0000000000e0,1.12000000,-2.3078266213e-4,0.04
21,mlp.down_proj,-1.9231888511e-3,0.0000000000e0,1.12000000,-2.3078266213e-4,0.04
22,self_attn.v_proj,-3.8368363001e-2,0.0000000000e0,1.12000000,-4.6042035601e-3,0.04
22,self_attn.o_proj,-3.8374326377e-2,0.0000000000e0,1.12000000,-4.6049191652e-3,0.04
22,mlp.gate_proj,5.9216326484e-3,0.0000000000e0,0.88000000,-7.1059591781e-4,0.04
22,mlp.up_proj,-5.3542173951e-2,0.0000000000e0,1.12000000,-6.4250608741e-3,0.04
22,mlp.down_proj,-5.3542173951e-2,0.0000000000e0,1.12000000,-6.4250608741e-3,0.04
23,self_attn.v_proj,-1.3274475605e-2,0.0000000000e0,1.12000000,-1.5929370725e-3,0.04
23,self_attn.o_proj,-1.3268512228e-2,0.0000000000e0,1.12000000,-1.5922214674e-3,0.04
23,mlp.gate_proj,5.8679622618e-3,0.0000000000e0,0.88000000,-7.0415547142e-4,0.04
23,mlp.up_proj,-2.1858755763e-2,0.0000000000e0,1.12000000,-2.6230506916e-3,0.04
23,mlp.down_proj,-2.1867700827e-2,0.0000000000e0,1.12000000,-2.6241240993e-3,0.04
24,self_attn.v_proj,-3.4709831652e-2,0.0000000000e0,1.12000000,-4.1651797982e-3,0.04
24,self_attn.o_proj,-3.4706849963e-2,0.0000000000e0,1.12000000,-4.1648219956e-3,0.04
24,mlp.gate_proj,-1.1840283609e-2,0.0000000000e0,1.12000000,-1.4208340330e-3,0.04
24,mlp.up_proj,-3.6328888312e-2,0.0000000000e0,1.12000000,-4.3594665975e-3,0.04
24,mlp.down_proj,-3.6325906624e-2,0.0000000000e0,1.12000000,-4.3591087949e-3,0.04
25,self_attn.v_proj,3.3213024205e-2,0.0000000000e0,0.88000000,-3.9855629046e-3,0.04
25,self_attn.o_proj,3.3216005893e-2,0.0000000000e0,0.88000000,-3.9859207071e-3,0.04
25,mlp.gate_proj,-1.4663942278e-2,0.0000000000e0,1.12000000,-1.7596730734e-3,0.04
25,mlp.up_proj,-1.9246796951e-2,0.0000000000e0,1.12000000,-2.3096156342e-3,0.04
25,mlp.down_proj,-1.9243815263e-2,0.0000000000e0,1.12000000,-2.3092578316e-3,0.04
26,self_attn.v_proj,-4.6216166188e-3,0.0000000000e0,1.12000000,-5.5459399426e-4,0.04
26,self_attn.o_proj,-4.6245983070e-3,0.0000000000e0,1.12000000,-5.5495179684e-4,0.04
26,mlp.gate_proj,-6.4881533952e-3,0.0000000000e0,1.12000000,-7.7857840743e-4,0.04
26,mlp.up_proj,2.6080826171e-2,0.0000000000e0,0.88000000,-3.1296991405e-3,0.04
26,mlp.down_proj,2.6086789547e-2,0.0000000000e0,0.88000000,-3.1304147457e-3,0.04
27,self_attn.v_proj,-1.4124256725e-2,0.0000000000e0,1.12000000,-1.6949108070e-3,0.04
27,self_attn.o_proj,-1.4124256725e-2,0.0000000000e0,1.12000000,-1.6949108070e-3,0.04
27,mlp.gate_proj,-1.0197373443e-2,0.0000000000e0,1.12000000,-1.2236848131e-3,0.04
27,mlp.up_proj,4.8655187088e-2,0.0000000000e0,0.88000000,-5.8386224505e-3,0.04
27,mlp.down_proj,4.8655187088e-2,0.0000000000e0,0.88000000,-5.8386224505e-3,0.04
28,self_attn.v_proj,-3.5631173287e-3,0.0000000000e0,1.12000000,-4.2757407945e-4,0.04
28,self_attn.o_proj,-3.5690807050e-3,0.0000000000e0,1.12000000,-4.2828968460e-4,0.04
28,mlp.gate_proj,-3.7539453698e-3,0.0000000000e0,1.12000000,-4.5047344437e-4,0.04
28,mlp.up_proj,6.7550144838e-2,0.0000000000e0,0.88000000,-8.1060173806e-3,0.04
28,mlp.down_proj,6.7553126527e-2,0.0000000000e0,0.88000000,-8.1063751832e-3,0.04
29,self_attn.v_proj,-1.4282286196e-3,0.0000000000e0,1.12000000,-1.7138743436e-4,0.04
29,self_attn.o_proj,-1.4252469315e-3,0.0000000000e0,1.12000000,-1.7102963178e-4,0.04
29,mlp.gate_proj,4.6809522128e-2,0.0000000000e0,0.88000000,-5.6171426554e-3,0.04
29,mlp.up_proj,3.6567423363e-2,0.0000000000e0,0.88000000,-4.3880908036e-3,0.04
29,mlp.down_proj,3.6567423363e-2,0.0000000000e0,0.88000000,-4.3880908036e-3,0.04
30,self_attn.v_proj,1.1157477024e-2,0.0000000000e0,0.88000000,-1.3388972429e-3,0.04
30,self_attn.o_proj,1.1157477024e-2,0.0000000000e0,0.88000000,-1.3388972429e-3,0.04
30,mlp.gate_proj,2.0633281937e-2,0.0000000000e0,0.88000000,-2.4759938324e-3,0.04
30,mlp.up_proj,1.1527206354e-2,0.0000000000e0,0.88000000,-1.3832647625e-3,0.04
30,mlp.down_proj,1.1530188042e-2,0.0000000000e0,0.88000000,-1.3836225650e-3,0.04
31,self_attn.v_proj,2.0248644167e-2,0.0000000000e0,0.88000000,-2.4298373000e-3,0.04
31,self_attn.o_proj,2.0251625855e-2,0.0000000000e0,0.88000000,-2.4301951026e-3,0.04
31,mlp.gate_proj,-5.7722500725e-2,0.0000000000e0,1.12000000,-6.9267000870e-3,0.04
31,mlp.up_proj,-7.4536240153e-2,0.0000000000e0,1.12000000,-8.9443488184e-3,0.04
31,mlp.down_proj,-7.4542203530e-2,0.0000000000e0,1.12000000,-8.9450644235e-3,0.04
32,self_attn.v_proj,1.0093014358e-1,0.0000000000e0,0.88000000,-1.2111617229e-2,0.04
32,self_attn.o_proj,1.0093014358e-1,0.0000000000e0,0.88000000,-1.2111617229e-2,0.04
32,mlp.gate_proj,-6.3146191454e-2,0.0000000000e0,1.12000000,-7.5775429745e-3,0.04
32,mlp.up_proj,-6.3265458980e-2,0.0000000000e0,1.12000000,-7.5918550776e-3,0.04
32,mlp.down_proj,-6.3268440668e-2,0.0000000000e0,1.12000000,-7.5922128801e-3,0.04
33,self_attn.v_proj,1.1896935683e-1,0.0000000000e0,0.88000000,-1.4276322820e-2,0.04
33,self_attn.o_proj,1.1896637515e-1,0.0000000000e0,0.88000000,-1.4275965017e-2,0.04
33,mlp.gate_proj,-9.6839267449e-2,0.0000000000e0,1.12000000,-1.1620712094e-2,0.04
33,mlp.up_proj,-7.7887657624e-2,0.0000000000e0,1.12000000,-9.3465189149e-3,0.04
33,mlp.down_proj,-7.7884675936e-2,0.0000000000e0,1.12000000,-9.3461611123e-3,0.04
34,self_attn.v_proj,7.6179150319e-2,0.0000000000e0,0.88000000,-9.1414980383e-3,0.04
34,self_attn.o_proj,7.6179150319e-2,0.0000000000e0,0.88000000,-9.1414980383e-3,0.04
34,mlp.gate_proj,-2.6443697618e-1,0.0000000000e0,1.12000000,-3.1732437141e-2,0.04
34,mlp.up_proj,-1.7253538429e-1,0.0000000000e0,1.12000000,-2.0704246115e-2,0.04
34,mlp.down_proj,-1.7253538429e-1,0.0000000000e0,1.12000000,-2.0704246115e-2,0.04
35,self_attn.v_proj,1.7173032849e-1,0.0000000000e0,0.88000000,-2.0607639419e-2,0.04
35,self_attn.o_proj,1.7173629187e-1,0.0000000000e0,0.88000000,-2.0608355024e-2,0.04
35,mlp.gate_proj,-3.4549416830e-1,0.0000000000e0,1.12000000,-4.1459300195e-2,0.04
35,mlp.up_proj,-5.0390529586e-3,0.0000000000e0,1.12000000,-6.0468635503e-4,0.04
35,mlp.down_proj,-5.0360712705e-3,0.0000000000e0,1.12000000,-6.0432855246e-4,0.04
