layer,projection,gradient,curvature,optimal_scale,gain_nll,step
5,mlp.down_proj,-3.4140329217e-2,0.0000000000e0,1.12000000,-4.0968395060e-3,0.04
6,self_attn.v_proj,-1.9090755272e-2,0.0000000000e0,1.12000000,-2.2908906326e-3,0.04
6,self_attn.o_proj,-1.9088767480e-2,0.0000000000e0,1.12000000,-2.2906520976e-3,0.04
6,mlp.gate_proj,-1.0205324611e-2,0.0000000000e0,1.12000000,-1.2246389533e-3,0.04
6,mlp.up_proj,-2.0688940116e-2,0.0000000000e0,1.12000000,-2.4826728139e-3,0.04
6,mlp.down_proj,-2.0680988947e-2,0.0000000000e0,1.12000000,-2.4817186737e-3,0.04
7,self_attn.v_proj,-1.6178639854e-2,0.0000000000e0,1.12000000,-1.9414367825e-3,0.04
7,self_attn.o_proj,-1.6178639854e-2,0.0000000000e0,1.12000000,-1.9414367825e-3,0.04
7,mlp.gate_proj,-5.3312583964e-3,0.0000000000e0,1.12000000,-6.3975100757e-4,0.04
7,mlp.up_proj,1.1386073115e-2,0.0000000000e0,0.88000000,-1.3663287738e-3,0.04
7,mlp.down_proj,1.1390048699e-2,0.0000000000e0,0.88000000,-1.3668058439e-3,0.04
8,self_attn.v_proj,-1.3226768594e-2,0.0000000000e0,1.12000000,-1.5872122313e-3,0.04
8,self_attn.o_proj,-1.3228756386e-2,0.0000000000e0,1.12000000,-1.5874507664e-3,0.04
8,mlp.gate_proj,2.5841297213e-5,0.0000000000e0,0.88000000,-3.1009556656e-6,0.04
8,mlp.up_proj,1.6196529983e-2,0.0000000000e0,0.88000000,-1.9435835979e-3,0.04
8,mlp.down_proj,1.6192554399e-2,0.0000000000e0,0.88000000,-1.9431065278e-3,0.04
9,self_attn.v_proj,-4.3950083201e-2,0.0000000000e0,1.12000000,-5.2740099841e-3,0.04
9,self_attn.o_proj,-4.3958034369e-2,0.0000000000e0,1.12000000,-5.2749641243e-3,0.04
9,mlp.gate_proj,-1.6222371280e-2,0.0000000000e0,1.12000000,-1.9466845536e-3,0.04
9,mlp.up_proj,-1.4188859968e-2,0.0000000000e0,1.12000000,-1.7026631961e-3,0.04
9,mlp.down_proj,-1.4188859968e-2,0.0000000000e0,1.12000000,-1.7026631961e-3,0.04
10,self_attn.v_proj,3.0415206832e-2,0.0000000000e0,0.88000000,-3.6498248199e-3,0.04
10,self_attn.o_proj,3.0417194624e-2,0.0000000000e0,0.88000000,-3.6500633549e-3,0.04
10,mlp.gate_proj,3.3303468745e-2,0.0000000000e0,0.88000000,-3.9964162494e-3,0.04
10,mlp.up_proj,4.2276362258e-2,0.0000000000e0,0.88000000,-5.0731634709e-3,0.04
10,mlp.down_proj,4.2272386674e-2,0.0000000000e0,0.88000000,-5.0726864008e-3,0.04
11,self_attn.v_proj,-1.1787607118e-3,0.0000000000e0,1.12000000,-1.4145128542e-4,0.04
11,self_attn.o_proj,-1.1708095434e-3,0.0000000000e0,1.12000000,-1.4049714521e-4,0.04
11,mlp.gate_proj,6.3925405955e-2,0.0000000000e0,0.88000000,-7.6710487146e-3,0.04
11,mlp.up_proj,6.4861656031e-2,0.0000000000e0,0.88000000,-7.7833987237e-3,0.04
11,mlp.down_proj,6.4859668239e-2,0.0000000000e0,0.88000000,-7.7831601887e-3,0.04
12,self_attn.v_proj,-5.8938035591e-3,0.0000000000e0,1.12000000,-7.0725642709e-4,0.04
12,self_attn.o_proj,-5.9037425195e-3,0.0000000000e0,1.12000000,-7.0844910235e-4,0.04
12,mlp.gate_proj,2.6358123168e-3,0.0000000000e0,0.88000000,-3.1629747802e-4,0.04
12,mlp.up_proj,-1.0855332626e-2,0.0000000000e0,1.12000000,-1.3026399151e-3,0.04
12,mlp.down_proj,-1.0865271586e-2,0.0000000000e0,1.12000000,-1.3038325904e-3,0.04
13,self_attn.v_proj,-5.5837079924e-3,0.0000000000e0,1.12000000,-6.7004495909e-4,0.04
13,self_attn.o_proj,-5.5896713687e-3,0.0000000000e0,1.12000000,-6.7076056424e-4,0.04
13,mlp.gate_proj,1.8705123606e-2,0.0000000000e0,0.88000000,-2.2446148327e-3,0.04
13,mlp.up_proj,1.3031964969e-2,0.0000000000e0,0.88000000,-1.5638357963e-3,0.04
13,mlp.down_proj,1.3027989385e-2,0.0000000000e0,0.88000000,-1.5633587262e-3,0.04
14,self_attn.v_proj,-9.3446106345e-3,0.0000000000e0,1.12000000,-1.1213532761e-3,0.04
14,self_attn.o_proj,-9.3525618028e-3,0.0000000000e0,1.12000000,-1.1223074163e-3,0.04
14,mlp.gate_proj,1.1310537016e-2,0.0000000000e0,0.88000000,-1.3572644419e-3,0.04
14,mlp.up_proj,1.1767729197e-3,0.0000000000e0,0.88000000,-1.4121275037e-4,0.04
14,mlp.down_proj,1.1787607118e-3,0.0000000000e0,0.88000000,-1.4145128542e-4,0.04
15,self_attn.v_proj,1.8583868288e-2,0.0000000000e0,0.88000000,-2.2300641946e-3,0.04
15,self_attn.o_proj,1.8581880496e-2,0.0000000000e0,0.88000000,-2.2298256595e-3,0.04
15,mlp.gate_proj,-2.1794152520e-2,0.0000000000e0,1.12000000,-2.6152983024e-3,0.04
15,mlp.up_proj,-3.4428559070e-3,0.0000000000e0,1.12000000,-4.1314270884e-4,0.04
15,mlp.down_proj,-3.4408681149e-3,0.0000000000e0,1.12000000,-4.1290417379e-4,0.04
16,self_attn.v_proj,7.3925987980e-3,0.0000000000e0,0.88000000,-8.8711185576e-4,0.04
16,self_attn.o_proj,7.4005499664e-3,0.0000000000e0,0.88000000,-8.8806599597e-4,0.04
16,mlp.gate_proj,-2.5125692070e-3,0.0000000000e0,1.12000000,-3.0150830484e-4,0.04
16,mlp.up_proj,-1.8544112446e-2,0.0000000000e0,1.12000000,-2.2252934935e-3,0.04
16,mlp.down_proj,-1.8546100238e-2,0.0000000000e0,1.12000000,-2.2255320286e-3,0.04
17,self_attn.v_proj,9.0219919776e-2,0.0000000000e0,0.88000000,-1.0826390373e-2,0.04
17,self_attn.o_proj,9.0221907568e-2,0.0000000000e0,0.88000000,-1.0826628908e-2,0.04
17,mlp.gate_proj,-3.7127980734e-2,0.0000000000e0,1.12000000,-4.4553576881e-3,0.04
17,mlp.up_proj,-5.0267286476e-2,0.0000000000e0,1.12000000,-6.0320743771e-3,0.04
17,mlp.down_proj,-5.0269274268e-2,0.0000000000e0,1.12000000,-6.0323129122e-3,0.04
18,self_attn.v_proj,5.9878261251e-2,0.0000000000e0,0.88000000,-7.1853913501e-3,0.04
18,self_attn.o_proj,5.9878261251e-2,0.0000000000e0,0.88000000,-7.1853913501e-3,0.04
18,mlp.gate_proj,-8.9786581099e-2,0.0000000000e0,1.12000000,-1.0774389732e-2,0.04
18,mlp.up_proj,-9.5708213748e-2,0.0000000000e0,1.12000000,-1.1484985650e-2,0.04
18,mlp.down_proj,-9.5714177124e-2,0.0000000000e0,1.12000000,-1.1485701255e-2,0.04
19,self_attn.v_proj,6.7614748082e-2,0.0000000000e0,0.88000000,-8.1137697698e-3,0.04
19,self_attn.o_proj,6.7616735874e-2,0.0000000000e0,0.88000000,-8.1140083048e-3,0.04
19,mlp.gate_proj,-2.1670909410e-2,0.0000000000e0,1.12000000,-2.6005091292e-3,0.04
19,mlp.up_proj,-3.9288710740e-2,0.0000000000e0,1.12000000,-4.7146452888e-3,0.04
19,mlp.down_proj,-3.9288710740e-2,0.0000000000e0,1.12000000,-4.7146452888e-3,0.04
20,self_attn.v_proj,2.2243393533e-2,0.0000000000e0,0.88000000,-2.6692072240e-3,0.04
20,self_attn.o_proj,2.2237430157e-2,0.0000000000e0,0.88000000,-2.6684916188e-3,0.04
20,mlp.gate_proj,5.5479277347e-3,0.0000000000e0,0.88000000,-6.6575132816e-4,0.04
20,mlp.up_proj,6.3291300277e-3,0.0000000000e0,0.88000000,-7.5949560332e-4,0.04
20,mlp.down_proj,6.3251544435e-3,0.0000000000e0,0.88000000,-7.5901853322e-4,0.04
21,self_attn.v_proj,8.6955965157e-2,0.0000000000e0,0.88000000,-1.0434715819e-2,0.04
21,self_attn.o_proj,8.6965904118e-2,0.0000000000e0,0.88000000,-1.0435908494e-2,0.04
21,mlp.gate_proj,2.0663098818e-2,0.0000000000e0,0.88000000,-2.4795718582e-3,0.04
21,mlp.up_proj,3.8312704822e-2,0.0000000000e0,0.88000000,-4.5975245787e-3,0.04
21,mlp.down_proj,3.8312704822e-2,0.0000000000e0,0.88000000,-4.5975245787e-3,0.04
22,self_attn.v_proj,1.4866697072e-2,0.0000000000e0,0.88000000,-1.7840036486e-3,0.04
22,self_attn.o_proj,1.4866697072e-2,0.0000000000e0,0.88000000,-1.7840036486e-3,0.04
22,mlp.gate_proj,2.0710805829e-2,0.0000000000e0,0.88000000,-2.4852966994e-3,0.04
22,mlp.up_proj,-2.1651031489e-2,0.0000000000e0,1.12000000,-2.5981237787e-3,0.04
22,mlp.down_proj,-2.1660970450e-2,0.0000000000e0,1.12000000,-2.5993164540e-3,0.04
23,self_attn.v_proj,8.6131031438e-3,0.0000000000e0,0.88000000,-1.0335723773e-3,0.04
23,self_attn.o_proj,8.6111153517e-3,0.0000000000e0,0.88000000,-1.0333338422e-3,0.04
23,mlp.gate_proj,-1.1091879885e-3,0.0000000000e0,1.12000000,-1.3310255862e-4,0.04
23,mlp.up_proj,-2.5064070515e-2,0.0000000000e0,1.12000000,-3.0076884618e-3,0.04
23,mlp.down_proj,-2.5062082723e-2,0.0000000000e0,1.12000000,-3.0074499267e-3,0.04
24,self_attn.v_proj,-1.5186731599e-2,0.0000000000e0,1.12000000,-1.8224077919e-3,0.04
24,self_attn.o_proj,-1.5188719391e-2,0.0000000000e0,1.12000000,-1.8226463269e-3,0.04
24,mlp.gate_proj,-2.4082101220e-2,0.0000000000e0,1.12000000,-2.8898521464e-3,0.04
24,mlp.up_proj,-3.9046200105e-2,0.0000000000e0,1.12000000,-4.6855440126e-3,0.04
24,mlp.down_proj,-3.9040236729e-2,0.0000000000e0,1.12000000,-4.6848284074e-3,0.04
25,self_attn.v_proj,1.6353565558e-2,0.0000000000e0,0.88000000,-1.9624278670e-3,0.04
25,self_attn.o_proj,1.6357541143e-2,0.0000000000e0,0.88000000,-1.9629049371e-3,0.04
25,mlp.gate_proj,-1.4077543611e-2,0.0000000000e0,1.12000000,-1.6893052333e-3,0.04
25,mlp.up_proj,-1.3121415613e-2,0.0000000000e0,1.12000000,-1.5745698736e-3,0.04
25,mlp.down_proj,-1.3125391197e-2,0.0000000000e0,1.12000000,-1.5750469437e-3,0.04
26,self_attn.v_proj,1.0714199387e-2,0.0000000000e0,0.88000000,-1.2857039265e-3,0.04
26,self_attn.o_proj,1.0710223803e-2,0.0000000000e0,0.88000000,-1.2852268564e-3,0.04
26,mlp.gate_proj,-3.8324631575e-3,0.0000000000e0,1.12000000,-4.5989557890e-4,0.04
26,mlp.up_proj,2.3471849047e-2,0.0000000000e0,0.88000000,-2.8166218857e-3,0.04
26,mlp.down_proj,2.3465885671e-2,0.0000000000e0,0.88000000,-2.8159062805e-3,0.04
27,self_attn.v_proj,-2.2084370166e-2,0.0000000000e0,1.12000000,-2.6501244199e-3,0.04
27,self_attn.o_proj,-2.2084370166e-2,0.0000000000e0,1.12000000,-2.6501244199e-3,0.04
27,mlp.gate_proj,-9.9449238469e-3,0.0000000000e0,1.12000000,-1.1933908616e-3,0.04
27,mlp.up_proj,3.0425145793e-2,0.0000000000e0,0.88000000,-3.6510174951e-3,0.04
27,mlp.down_proj,3.0425145793e-2,0.0000000000e0,0.88000000,-3.6510174951e-3,0.04
28,self_attn.v_proj,-1.8287687266e-3,0.0000000000e0,1.12000000,-2.1945224719e-4,0.04
28,self_attn.o_proj,-1.8287687266e-3,0.0000000000e0,1.12000000,-2.1945224719e-4,0.04
28,mlp.gate_proj,1.3037928345e-2,0.0000000000e0,0.88000000,-1.5645514014e-3,0.04
28,mlp.up_proj,5.0541601785e-2,0.0000000000e0,0.88000000,-6.0649922142e-3,0.04
28,mlp.down_proj,5.0535638409e-2,0.0000000000e0,0.88000000,-6.0642766091e-3,0.04
29,self_attn.v_proj,1.0742028477e-2,0.0000000000e0,0.88000000,-1.2890434172e-3,0.04
29,self_attn.o_proj,1.0740040685e-2,0.0000000000e0,0.88000000,-1.2888048821e-3,0.04
29,mlp.gate_proj,2.9385530527e-2,0.0000000000e0,0.88000000,-3.5262636633e-3,0.04
29,mlp.up_proj,3.4688959835e-2,0.0000000000e0,0.88000000,-4.1626751801e-3,0.04
29,mlp.down_proj,3.4690947627e-2,0.0000000000e0,0.88000000,-4.1629137152e-3,0.04
30,self_attn.v_proj,2.7447433236e-2,0.0000000000e0,0.88000000,-3.2936919883e-3,0.04
30,self_attn.o_proj,2.7447433236e-2,0.0000000000e0,0.88000000,-3.2936919883e-3,0.04
30,mlp.gate_proj,7.9253270793e-3,0.0000000000e0,0.88000000,-9.5103924951e-4,0.04
30,mlp.up_proj,1.0553188228e-2,0.0000000000e0,0.88000000,-1.2663825873e-3,0.04
30,mlp.down_proj,1.0559151604e-2,0.0000000000e0,0.88000000,-1.2670981925e-3,0.04
31,self_attn.v_proj,4.4526542908e-4,0.0000000000e0,0.88000000,-5.3431851490e-5,0.04
31,self_attn.o_proj,4.4725322117e-4,0.0000000000e0,0.88000000,-5.3670386540e-5,0.04
31,mlp.gate_proj,-4.7995240113e-2,0.0000000000e0,1.12000000,-5.7594288135e-3,0.04
31,mlp.up_proj,-5.7763250463e-2,0.0000000000e0,1.12000000,-6.9315900556e-3,0.04
31,mlp.down_proj,-5.7763250463e-2,0.0000000000e0,1.12000000,-6.9315900556e-3,0.04
32,self_attn.v_proj,4.6729016549e-2,0.0000000000e0,0.88000000,-5.6074819858e-3,0.04
32,self_attn.o_proj,4.6731004341e-2,0.0000000000e0,0.88000000,-5.6077205209e-3,0.04
32,mlp.gate_proj,-1.5127097836e-2,0.0000000000e0,1.12000000,-1.8152517404e-3,0.04
32,mlp.up_proj,-1.7430948873e-2,0.0000000000e0,1.12000000,-2.0917138648e-3,0.04
32,mlp.down_proj,-1.7428961081e-2,0.0000000000e0,1.12000000,-2.0914753298e-3,0.04
33,self_attn.v_proj,6.4692693703e-2,0.0000000000e0,0.88000000,-7.7631232444e-3,0.04
33,self_attn.o_proj,6.4690705911e-2,0.0000000000e0,0.88000000,-7.7628847093e-3,0.04
33,mlp.gate_proj,-6.9193055004e-2,0.0000000000e0,1.12000000,-8.3031666005e-3,0.04
33,mlp.up_proj,-4.6589871102e-2,0.0000000000e0,1.12000000,-5.5907845322e-3,0.04
33,mlp.down_proj,-4.6595834478e-2,0.0000000000e0,1.12000000,-5.5915001374e-3,0.04
34,self_attn.v_proj,8.1068124975e-2,0.0000000000e0,0.88000000,-9.7281749969e-3,0.04
34,self_attn.o_proj,8.1070112767e-2,0.0000000000e0,0.88000000,-9.7284135320e-3,0.04
34,mlp.gate_proj,-1.8545106342e-1,0.0000000000e0,1.12000000,-2.2254127611e-2,0.04
34,mlp.up_proj,-1.0356595590e-1,0.0000000000e0,1.12000000,-1.2427914707e-2,0.04
34,mlp.down_proj,-1.0355999252e-1,0.0000000000e0,1.12000000,-1.2427199102e-2,0.04
35,self_attn.v_proj,1.1570142663e-1,0.0000000000e0,0.88000000,-1.3884171196e-2,0.04
35,self_attn.o_proj,1.1570142663e-1,0.0000000000e0,0.88000000,-1.3884171196e-2,0.04
35,mlp.gate_proj,-3.6866188515e-1,0.0000000000e0,1.12000000,-4.4239426218e-2,0.04
35,mlp.up_proj,-5.7979919801e-2,0.0000000000e0,1.12000000,-6.9575903762e-3,0.04
35,mlp.down_proj,-5.7977932009e-2,0.0000000000e0,1.12000000,-6.9573518411e-3,0.04
