# llvq-mmlu-dump v1
# model=/out/dclm-8b-ft-2026-09-21/qwen3-8b-dclm-ft.bin [LLVQ 2-bit, SERVED KERNEL, tetra48]
# dtype=f16
# limit=1
# alloc=flat, 1 per subject, 57 questions
# config=/out/served-8b-full-2026-09-21/qwen3-8b-tetra-q5.json
# arithmetic=served kernel
# layout=tetra48
# embed=q8
# rot_share=1
# fuse=0
# kv=f16
subject,index,population,qhash,answer,pick,correct,logit_a,logit_b,logit_c,logit_d
jurisprudence,36,108,b6f75694c492f80f,0,2,0,22.578125,22.40625,28.234375,22.546875
logical_fallacies,123,163,04075dde158b62ba,0,0,1,24.515625,20.40625,23.46875,22.265625
machine_learning,31,112,007e0cbcad4c69be,2,3,0,22.671875,21.703125,21.125,22.921875
management,32,103,af743e25099854cb,3,2,0,19.84375,19.359375,25.078125,22.28125
marketing,137,234,fb695002228a9253,0,3,0,23.8125,23.15625,20.734375,24.03125
medical_genetics,40,100,7b006031a8f58164,0,0,1,23.359375,21.890625,23.28125,20.734375
miscellaneous,747,783,547094be898d235b,3,3,1,21.171875,20.765625,22.15625,23
moral_disputes,27,346,6dfe85b1222cd8c2,3,3,1,22.703125,19.625,24.75,24.796875
moral_scenarios,600,895,cd5a40802aa8e10d,1,0,0,24.28125,21.5,22.484375,21.921875
nutrition,12,306,857409aed62a3de2,1,1,1,21.296875,28.546875,23.125,22.421875
philosophy,293,311,efacdc9530477dac,2,2,1,22.90625,23.3125,23.328125,20.328125
prehistory,291,324,7c3469a06cf0a582,0,0,1,24.875,19.953125,20.25,24.78125
professional_accounting,57,282,b5fcdb16958f57ef,3,1,0,21.96875,22.078125,21.3125,21.21875
professional_law,1521,1534,010a8a4045d07f48,0,2,0,23.28125,21.515625,26.109375,21.546875
professional_medicine,136,272,980692276ed7f6fd,3,3,1,20.015625,20.203125,21.328125,25.359375
professional_psychology,279,612,5d6366e1ed8667d6,2,2,1,21.0625,20.71875,27.953125,21.109375
public_relations,58,110,40ea2157a92017b0,0,0,1,25.4375,22.234375,20.8125,24.484375
security_studies,133,245,c52e994a765622d5,2,2,1,21.96875,22.390625,27.890625,21.40625
sociology,141,201,684d16d0b2c9cb82,1,1,1,21.578125,27.96875,21.234375,20.65625
us_foreign_policy,82,100,1469f2eb8cda315a,2,2,1,21.8125,23.671875,24.828125,21.421875
virology,129,166,90de8b2cad759ad7,0,0,1,25.3125,23.3125,21.34375,22.875
world_religions,54,171,f1ee866cd43cd940,0,0,1,26.421875,20.234375,20.625,20.3125
# end fingerprint=a948aa47418e7fcf questions=57
